VTX, IDX, ATTRIBUTE0.x, ATTRIBUTE0.y, ATTRIBUTE0.z, ATTRIBUTE1.x, ATTRIBUTE1.y, ATTRIBUTE1.z, ATTRIBUTE1.w, ATTRIBUTE2.x, ATTRIBUTE2.y, ATTRIBUTE2.z, ATTRIBUTE2.w, ATTRIBUTE5.x, ATTRIBUTE5.y, ATTRIBUTE13.x, ATTRIBUTE13.y, ATTRIBUTE13.z, ATTRIBUTE13.w, ATTRIBUTE14.x, ATTRIBUTE14.y, ATTRIBUTE14.z, ATTRIBUTE14.w, ATTRIBUTE3.x, ATTRIBUTE3.y, ATTRIBUTE3.z, ATTRIBUTE3.w, ATTRIBUTE15.x, ATTRIBUTE15.y, ATTRIBUTE15.z, ATTRIBUTE15.w, ATTRIBUTE4.x, ATTRIBUTE4.y, ATTRIBUTE4.z, ATTRIBUTE4.w, ATTRIBUTE12.x, ATTRIBUTE12.y, ATTRIBUTE12.z, ATTRIBUTE11.x, ATTRIBUTE11.y, ATTRIBUTE11.z
2328, 472, -6.0781, 7.1777, 10.1423, -0.89764, -0.22047, 0.37795, 1.00, -0.19685, 0.97638, 0.10236, -1.00, 0.34692, 0.64551, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2329, 475, -6.2903, 7.1819, 9.6069, -0.88189, -0.20472, 0.41732, 1.00, -0.25984, 0.96063, -0.07087, -1.00, 0.34692, 0.65186, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2330, 473, -5.2022, 7.4458, 9.7249, -0.89764, -0.11811, 0.4252, 1.00, -0.12598, 0.99213, 0.01575, -1.00, 0.33667, 0.646, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2331, 476, -5.5485, 7.3157, 8.897, -0.87402, -0.07087, 0.47244, 1.00, -0.17323, 0.9685, -0.17323, -1.00, 0.33643, 0.65527, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2332, 474, -4.2142, 7.4502, 9.0418, -0.87402, -0.04724, 0.48819, 1.00, -0.07087, 1.00, -0.03937, -1.00, 0.32422, 0.64697, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2333, 473, -5.2022, 7.4458, 9.7249, -0.89764, -0.11811, 0.4252, 1.00, -0.12598, 0.99213, 0.01575, -1.00, 0.33667, 0.646, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2334, 475, -6.2903, 7.1819, 9.6069, -0.88189, -0.20472, 0.41732, 1.00, -0.25984, 0.96063, -0.07087, -1.00, 0.34692, 0.65186, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2335, 476, -5.5485, 7.3157, 8.897, -0.87402, -0.07087, 0.47244, 1.00, -0.17323, 0.9685, -0.17323, -1.00, 0.33643, 0.65527, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2336, 473, -5.2022, 7.4458, 9.7249, -0.89764, -0.11811, 0.4252, 1.00, -0.12598, 0.99213, 0.01575, -1.00, 0.33667, 0.646, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2337, 474, -4.2142, 7.4502, 9.0418, -0.87402, -0.04724, 0.48819, 1.00, -0.07087, 1.00, -0.03937, -1.00, 0.32422, 0.64697, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2338, 476, -5.5485, 7.3157, 8.897, -0.87402, -0.07087, 0.47244, 1.00, -0.17323, 0.9685, -0.17323, -1.00, 0.33643, 0.65527, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2339, 477, -4.5945, 7.2935, 8.1002, -0.84252, -0.04724, 0.53543, 1.00, -0.13386, 0.98425, -0.12598, -1.00, 0.32422, 0.65723, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2340, 475, -6.2903, 7.1819, 9.6069, -0.88189, -0.20472, 0.41732, 1.00, -0.25984, 0.96063, -0.07087, -1.00, 0.34692, 0.65186, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2341, 478, -6.3983, 6.9255, 9.1652, -0.88189, -0.20472, 0.4252, 1.00, -0.35433, 0.88189, -0.30709, -1.00, 0.34692, 0.65771, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2342, 476, -5.5485, 7.3157, 8.897, -0.87402, -0.07087, 0.47244, 1.00, -0.17323, 0.9685, -0.17323, -1.00, 0.33643, 0.65527, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2343, 479, -5.5967, 7.156, 8.7721, -0.85039, -0.15748, 0.50394, 1.00, -0.3937, 0.83465, -0.3937, -1.00, 0.33643, 0.65771, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2344, 477, -4.5945, 7.2935, 8.1002, -0.84252, -0.04724, 0.53543, 1.00, -0.13386, 0.98425, -0.12598, -1.00, 0.32422, 0.65723, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2345, 476, -5.5485, 7.3157, 8.897, -0.87402, -0.07087, 0.47244, 1.00, -0.17323, 0.9685, -0.17323, -1.00, 0.33643, 0.65527, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2346, 479, -5.5967, 7.156, 8.7721, -0.85039, -0.15748, 0.50394, 1.00, -0.3937, 0.83465, -0.3937, -1.00, 0.33643, 0.65771, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2347, 476, -5.5485, 7.3157, 8.897, -0.87402, -0.07087, 0.47244, 1.00, -0.17323, 0.9685, -0.17323, -1.00, 0.33643, 0.65527, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2348, 478, -6.3983, 6.9255, 9.1652, -0.88189, -0.20472, 0.4252, 1.00, -0.35433, 0.88189, -0.30709, -1.00, 0.34692, 0.65771, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2349, 480, -7.3887, 5.0768, 0.0009, -1.00, 0.02362, 0.04724, 1.00, -0.04724, 0.01575, -1.00, -1.00, 0.0777, 0.81152, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2350, 481, -7.4374, 4.8512, -0.0054, -0.9685, -0.23622, -0.01575, 1.00, 0.00787, 0.02362, -1.00, -1.00, 0.07837, 0.81445, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2351, 482, -7.3881, 4.6263, -0.0108, -1.00, -0.01575, 0.04724, 1.00, -0.04724, 0.01575, -1.00, -1.00, 0.0777, 0.81738, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2352, 482, -7.3881, 4.6263, -0.0108, -1.00, -0.01575, 0.04724, 1.00, -0.04724, 0.01575, -1.00, -1.00, 0.0777, 0.81738, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2353, 483, -7.0804, 5.2358, -0.0131, -1.00, -0.01575, 0.01575, 1.00, -0.01575, 0.02362, -1.00, -1.00, 0.07355, 0.80908, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2354, 480, -7.3887, 5.0768, 0.0009, -1.00, 0.02362, 0.04724, 1.00, -0.04724, 0.01575, -1.00, -1.00, 0.0777, 0.81152, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2355, 483, -7.0804, 5.2358, -0.0131, -1.00, -0.01575, 0.01575, 1.00, -0.01575, 0.02362, -1.00, -1.00, 0.07355, 0.80908, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2356, 482, -7.3881, 4.6263, -0.0108, -1.00, -0.01575, 0.04724, 1.00, -0.04724, 0.01575, -1.00, -1.00, 0.0777, 0.81738, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2357, 484, -7.0655, 4.4645, -0.0246, -1.00, -0.00787, 0.01575, 1.00, -0.01575, 0.02362, -1.00, -1.00, 0.07349, 0.81982, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2358, 484, -7.0655, 4.4645, -0.0246, -1.00, -0.00787, 0.01575, 1.00, -0.01575, 0.02362, -1.00, -1.00, 0.07349, 0.81982, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2359, 485, -6.825, 5.3142, -0.0044, -1.00, -0.03937, 0.00, 1.00, 0.00, 0.02362, -1.00, -1.00, 0.07025, 0.80859, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2360, 483, -7.0804, 5.2358, -0.0131, -1.00, -0.01575, 0.01575, 1.00, -0.01575, 0.02362, -1.00, -1.00, 0.07355, 0.80908, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2361, 485, -6.825, 5.3142, -0.0044, -1.00, -0.03937, 0.00, 1.00, 0.00, 0.02362, -1.00, -1.00, 0.07025, 0.80859, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2362, 484, -7.0655, 4.4645, -0.0246, -1.00, -0.00787, 0.01575, 1.00, -0.01575, 0.02362, -1.00, -1.00, 0.07349, 0.81982, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2363, 486, -6.8223, 4.3823, -0.0325, -1.00, 0.00, 0.00, 1.00, 0.00, 0.02362, -1.00, -1.00, 0.07025, 0.8208, 1.00, 1.00, 1.00, 1.00, 6, 0, 0, 0, 6, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2364, 487, -6.3983, -6.9255, 9.1652, -0.86614, 0.43307, -0.24409, 1.00, -0.35433, -0.88189, -0.30709, 1.00, 0.31909, 0.63623, 1.00, 1.00, 1.00, 1.00, 1, 0, 0, 0, 1, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2365, 488, -6.1343, -6.9968, 8.7653, -0.85039, 0.27559, -0.44094, 1.00, -0.28346, -0.96063, -0.04724, 1.00, 0.31738, 0.6416, 1.00, 1.00, 1.00, 1.00, 1, 0, 0, 0, 1, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2366, 489, -6.4516, -6.9026, 8.9357, -0.89764, 0.4252, -0.07874, 1.00, -0.30709, -0.75591, -0.5748, 1.00, 0.31909, 0.63867, 1.00, 1.00, 1.00, 1.00, 1, 0, 0, 0, 1, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2367, 487, -6.3983, -6.9255, 9.1652, -0.86614, 0.43307, -0.24409, 1.00, -0.35433, -0.88189, -0.30709, 1.00, 0.31909, 0.63623, 1.00, 1.00, 1.00, 1.00, 1, 0, 0, 0, 1, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2368, 490, -5.5967, -7.156, 8.7721, -0.70079, 0.54331, -0.45669, 1.00, -0.3937, -0.83465, -0.3937, 1.00, 0.31177, 0.64404, 1.00, 1.00, 1.00, 1.00, 1, 0, 0, 0, 1, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2369, 488, -6.1343, -6.9968, 8.7653, -0.85039, 0.27559, -0.44094, 1.00, -0.28346, -0.96063, -0.04724, 1.00, 0.31738, 0.6416, 1.00, 1.00, 1.00, 1.00, 1, 0, 0, 0, 1, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2370, 490, -5.5967, -7.156, 8.7721, -0.70079, 0.54331, -0.45669, 1.00, -0.3937, -0.83465, -0.3937, 1.00, 0.31177, 0.64404, 1.00, 1.00, 1.00, 1.00, 1, 0, 0, 0, 1, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2371, 491, -5.5074, -7.1033, 8.3618, -0.71654, 0.29921, -0.62992, 1.00, -0.25197, -0.95276, -0.17323, 1.00, 0.31396, 0.64795, 1.00, 1.00, 1.00, 1.00, 1, 0, 0, 0, 1, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2372, 488, -6.1343, -6.9968, 8.7653, -0.85039, 0.27559, -0.44094, 1.00, -0.28346, -0.96063, -0.04724, 1.00, 0.31738, 0.6416, 1.00, 1.00, 1.00, 1.00, 1, 0, 0, 0, 1, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2373, 491, -5.5074, -7.1033, 8.3618, -0.71654, 0.29921, -0.62992, 1.00, -0.25197, -0.95276, -0.17323, 1.00, 0.31396, 0.64795, 1.00, 1.00, 1.00, 1.00, 1, 0, 0, 0, 1, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2374, 490, -5.5967, -7.156, 8.7721, -0.70079, 0.54331, -0.45669, 1.00, -0.3937, -0.83465, -0.3937, 1.00, 0.31177, 0.64404, 1.00, 1.00, 1.00, 1.00, 1, 0, 0, 0, 1, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2375, 492, -4.5945, -7.2935, 8.1002, -0.62992, 0.1811, -0.75591, 1.00, -0.13386, -0.98425, -0.12598, 1.00, 0.30835, 0.65723, 1.00, 1.00, 1.00, 1.00, 1, 0, 0, 0, 1, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2376, 491, -5.5074, -7.1033, 8.3618, -0.71654, 0.29921, -0.62992, 1.00, -0.25197, -0.95276, -0.17323, 1.00, 0.31396, 0.64795, 1.00, 1.00, 1.00, 1.00, 1, 0, 0, 0, 1, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2377, 492, -4.5945, -7.2935, 8.1002, -0.62992, 0.1811, -0.75591, 1.00, -0.13386, -0.98425, -0.12598, 1.00, 0.30835, 0.65723, 1.00, 1.00, 1.00, 1.00, 1, 0, 0, 0, 1, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2378, 493, -4.6747, -7.2239, 7.7287, -0.65354, 0.14173, -0.74016, 1.00, -0.15748, -0.98425, -0.04724, 1.00, 0.31201, 0.65918, 1.00, 1.00, 1.00, 1.00, 1, 0, 0, 0, 1, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2379, 492, -4.5945, -7.2935, 8.1002, -0.62992, 0.1811, -0.75591, 1.00, -0.13386, -0.98425, -0.12598, 1.00, 0.30835, 0.65723, 1.00, 1.00, 1.00, 1.00, 1, 0, 0, 0, 1, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2380, 494, -4.4081, -7.3157, 7.9814, -0.6063, 0.17323, -0.77165, 1.00, -0.17323, -0.98425, -0.08661, 1.00, 0.30786, 0.65967, 1.00, 1.00, 1.00, 1.00, 1, 0, 0, 0, 1, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2381, 493, -4.6747, -7.2239, 7.7287, -0.65354, 0.14173, -0.74016, 1.00, -0.15748, -0.98425, -0.04724, 1.00, 0.31201, 0.65918, 1.00, 1.00, 1.00, 1.00, 1, 0, 0, 0, 1, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2382, 494, -4.4081, -7.3157, 7.9814, -0.6063, 0.17323, -0.77165, 1.00, -0.17323, -0.98425, -0.08661, 1.00, 0.30786, 0.65967, 1.00, 1.00, 1.00, 1.00, 1, 0, 0, 0, 1, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2383, 495, -3.7449, -7.3765, 6.86, -0.61417, 0.05512, -0.7874, 1.00, -0.13386, -0.99213, 0.03937, 1.00, 0.3125, 0.67188, 1.00, 1.00, 1.00, 1.00, 1, 0, 0, 0, 1, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2384, 493, -4.6747, -7.2239, 7.7287, -0.65354, 0.14173, -0.74016, 1.00, -0.15748, -0.98425, -0.04724, 1.00, 0.31201, 0.65918, 1.00, 1.00, 1.00, 1.00, 1, 0, 0, 0, 1, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2385, 492, -4.5945, -7.2935, 8.1002, -0.62992, 0.1811, -0.75591, 1.00, -0.13386, -0.98425, -0.12598, 1.00, 0.30835, 0.65723, 1.00, 1.00, 1.00, 1.00, 1, 0, 0, 0, 1, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2386, 496, -3.8657, -7.4749, 8.773, -0.59055, 0.07087, -0.80315, 1.00, -0.08661, -1.00, -0.02362, 1.00, 0.29785, 0.65918, 1.00, 1.00, 1.00, 1.00, 1, 0, 0, 0, 1, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2387, 494, -4.4081, -7.3157, 7.9814, -0.6063, 0.17323, -0.77165, 1.00, -0.17323, -0.98425, -0.08661, 1.00, 0.30786, 0.65967, 1.00, 1.00, 1.00, 1.00, 1, 0, 0, 0, 1, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2388, 496, -3.8657, -7.4749, 8.773, -0.59055, 0.07087, -0.80315, 1.00, -0.08661, -1.00, -0.02362, 1.00, 0.29785, 0.65918, 1.00, 1.00, 1.00, 1.00, 1, 0, 0, 0, 1, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2389, 492, -4.5945, -7.2935, 8.1002, -0.62992, 0.1811, -0.75591, 1.00, -0.13386, -0.98425, -0.12598, 1.00, 0.30835, 0.65723, 1.00, 1.00, 1.00, 1.00, 1, 0, 0, 0, 1, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2390, 497, -4.2142, -7.4502, 9.0418, -0.58268, 0.07087, -0.80315, 1.00, -0.07087, -1.00, -0.03937, 1.00, 0.29834, 0.65479, 1.00, 1.00, 1.00, 1.00, 1, 0, 0, 0, 1, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2391, 495, -3.7449, -7.3765, 6.86, -0.61417, 0.05512, -0.7874, 1.00, -0.13386, -0.99213, 0.03937, 1.00, 0.3125, 0.67188, 1.00, 1.00, 1.00, 1.00, 1, 0, 0, 0, 1, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2392, 494, -4.4081, -7.3157, 7.9814, -0.6063, 0.17323, -0.77165, 1.00, -0.17323, -0.98425, -0.08661, 1.00, 0.30786, 0.65967, 1.00, 1.00, 1.00, 1.00, 1, 0, 0, 0, 1, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2393, 498, -3.4572, -7.3733, 7.1874, -0.58268, 0.14961, -0.79528, 1.00, -0.19685, -0.97638, -0.04724, 1.00, 0.30786, 0.67188, 1.00, 1.00, 1.00, 1.00, 1, 0, 0, 0, 1, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2394, 497, -4.2142, -7.4502, 9.0418, -0.58268, 0.07087, -0.80315, 1.00, -0.07087, -1.00, -0.03937, 1.00, 0.29834, 0.65479, 1.00, 1.00, 1.00, 1.00, 1, 0, 0, 0, 1, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2395, 499, -2.7293, -7.5527, 9.8594, -0.6063, 0.02362, -0.79528, 1.00, -0.02362, -1.00, -0.01575, 1.00, 0.28149, 0.66211, 1.00, 1.00, 1.00, 1.00, 1, 0, 0, 0, 1, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2396, 496, -3.8657, -7.4749, 8.773, -0.59055, 0.07087, -0.80315, 1.00, -0.08661, -1.00, -0.02362, 1.00, 0.29785, 0.65918, 1.00, 1.00, 1.00, 1.00, 1, 0, 0, 0, 1, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
